,1th value,2th value,3th value,4th value,5th value,6th value,7th value,8th value,9th value,10th value,11th value,12th value,13th value,14th value,15th value,16th value,17th value,18th value,19th value,20th value,21th value,22th value,23th value,24th value,25th value,26th value,27th value,28th value,29th value,30th value,31th value,32th value,33th value,34th value,35th value,36th value,37th value,38th value,39th value,40th value,41th value,42th value,43th value,44th value,45th value,46th value,47th value,48th value,49th value,50th value,51th value,52th value,53th value,54th value,55th value,56th value,57th value,58th value,59th value,60th value,61th value,62th value,63th value,64th value,65th value,66th value,67th value,68th value,69th value,70th value,71th value,72th value,73th value,74th value,75th value,76th value,77th value,78th value,79th value,80th value,81th value,82th value,83th value,84th value,85th value,86th value,87th value,88th value,89th value,90th value,91th value,92th value,93th value,94th value,95th value,96th value,97th value,98th value,99th value,100th value,101th value,102th value,103th value,104th value,105th value,106th value,107th value,108th value,109th value,110th value,111th value,112th value,113th value,114th value,115th value,116th value,117th value,118th value,119th value,120th value,121th value,122th value,123th value,124th value,125th value,126th value,127th value,128th value,129th value,130th value,131th value,132th value,133th value,134th value,135th value,136th value,137th value,138th value,139th value,140th value,141th value,142th value,143th value,144th value,145th value,146th value,147th value,148th value,149th value,150th value,151th value,152th value,153th value,154th value,155th value,156th value,157th value,158th value,159th value,160th value,161th value,162th value,163th value,164th value,165th value,166th value,167th value,168th value,169th value,170th value,171th value,172th value,173th value,174th value,175th value,176th value,177th value,178th value,179th value,180th value,181th value,182th value,183th value,184th value,185th value,186th value,187th value,188th value,189th value,190th value,191th value,192th value,193th value,194th value,195th value,196th value,197th value,198th value,199th value,200th value,201th value,202th value,203th value,204th value,205th value,206th value,207th value,208th value,209th value,210th value,211th value,212th value,213th value,214th value,215th value,216th value,217th value,218th value,219th value,220th value,221th value,222th value,223th value,224th value,225th value,226th value,227th value,228th value,229th value,230th value,231th value,232th value,233th value,234th value,235th value,236th value,237th value,238th value,239th value,240th value,241th value,242th value,243th value,244th value,245th value,246th value,247th value,248th value,249th value,250th value,genre,type
1346,574,681,6,1059,2,68,5,1416,5,2077,9,13,40,487,142,19,16,26,8,391,51,44,5,8,391,44,68,526,17,1889,8,1215,816,1013,5165,67,5,433,3,1568,58,1319,416,1869,79,2,4549,1130,1109,350,55,2134,1,368,43,851,103,232,2593,7,414,1104,7,220,350,416,4732,220,23,16,661,13,24,3,39,1,181,238,620,955,428,143,18,1138,13,24,3,39,1,181,238,620,122,122,121,18,1138,9,16,41,69,189,1138,69,854,4,26,74,3,377,189,26,8,3236,534,506,24,19,2,75,5,8,574,681,6,1059,2,68,5,1416,5,2077,9,13,40,487,142,19,16,26,8,391,51,44,5,8,391,44,68,69,266,12,196,1450,7,11,1262,1138,9,12,182,47,35,110,471,53,286,29,15,5,8,9,12,143,159,29,15,75,191,1545,319,8,231,382,1,350,16,50,4974,266,11,891,10,1498,315,157,375,16,123,9,8,175,64,26,8,7,852,1822,12,5583,198,5,8,13,40,9,6,3,627,1,85,53,490,2,152,64,588,149,14,5,8,561,247,2,119,26,8,14,18,137,486,737,129,291,16,158,16,16,95,16,1,train
1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,39,68,57,11,1549,14,320,39,68,165,10,251,2,1,9,11,7045,4189,72,7,11,1469,794,72,2090,48,732,9,446,7,4,1155,12,127,33,17,18,454,14,499,484,33,147,438,1,156,2,514,55,567,9,12,147,227,103,336,8,514,55,7,414,6026,6,1116,3,883,1829,652,3759,1119,9,1108,936,9,414,15,17,37,218,320,39,68,57,11,1549,14,320,39,68,165,10,251,2,1,9,11,7045,4189,72,7,11,1469,794,72,5,8,61,287,17,5027,52,4,2,1163,399,57,18,237,57,11,515,462,151,57,11,5316,2,30,54,316,57,18,100,750,9,78,338,22,5093,37,9,78,462,54,47,471,4,26,44,1325,567,57,11,237,137,24,3,203,1,463,4,58,17,5093,37,9,78,462,54,47,471,4,26,44,1325,567,57,11,237,137,24,3,203,1,320,39,68,57,11,1549,14,320,39,68,165,10,251,2,1,9,11,7045,4189,72,7,11,1469,794,72,219,129,219,129,175,64,61,31,17,219,129,219,129,604,223,50,17,30,61,219,129,219,129,1,train
1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,61,61,61,116,38,61,61,61,912,123,223,132,107,88,1058,123,441,519,128,69,251,38,61,61,61,116,38,61,61,61,912,123,223,132,107,88,1058,123,441,519,128,69,251,281,9,1328,4,50,99,87,423,71,4712,330,347,1568,206,1985,69,10,118,100,529,477,1,5191,726,3,359,18,155,8,942,1636,3372,306,20,732,42,8,264,100,109,690,61,17,3700,5,8,121,68,64,9,27,74,7,255,567,5338,671,1062,17,61,17,38,61,61,61,116,38,61,61,61,912,123,223,132,107,88,1058,123,441,519,128,69,251,38,61,61,61,116,38,61,61,61,912,123,223,132,107,88,1058,123,441,519,128,69,251,322,1814,35,569,3,1,355,1070,9,447,205,186,220,24,10,137,1036,87,7,4,995,387,103,123,1188,220,81,210,1,355,56,39,2637,6025,9,8,33,457,1,646,1618,181,9,328,4,15,204,20,132,44,159,57,151,126,5,151,492,159,7,11,59,48,9,8,884,312,1,train
1349,82,123,53,488,3,189,18,57,5,1659,37,174,324,3090,24,3,471,67,99,4093,4309,56,20,21,70,446,1075,49,19,78,4756,1700,97,200,70,3300,2984,5,509,1259,54,1659,105,643,128,14,1296,10,6605,3393,103,228,3340,101,189,370,1683,10,646,377,2154,12,730,165,5073,30,467,5747,30,766,91,3,646,2839,518,518,518,5339,3701,83,334,4,173,1990,7046,135,58,2339,873,174,1,348,2,118,5,852,851,1,125,83,8,895,348,39,2959,347,1180,2,2185,2009,83,569,10,39,160,21,30,1082,1076,17,5,1995,6,5515,48,2253,6919,12,6978,1,396,84,179,71,688,37,7001,3729,4,1579,90,3972,1,17,530,137,530,135,1645,136,30,99,1,281,13,2466,1587,11,482,400,149,2154,6,2189,3799,123,35,75,253,4339,347,2744,34,542,67,1,4203,7047,1434,574,427,1,1401,14,1479,2943,277,39,68,18,230,443,398,230,199,50,4069,1302,281,327,19,2198,755,344,1834,378,6,104,3,99,17,2353,3138,443,3146,765,2054,24,27,58,534,2360,347,18,71,141,189,370,1683,10,646,377,2154,12,730,165,5073,30,467,5747,30,766,91,3,646,2839,518,518,518,5339,1,train
1350,301,1,3010,3160,509,2975,3,93,47,3363,280,52,21,3557,1298,10,301,1,3010,3160,509,2975,3,93,47,3363,280,52,21,3557,1298,10,301,1,3010,3160,509,2975,3,93,47,3363,280,52,21,3557,1298,10,301,1,3010,3160,509,2975,3,93,47,3363,280,52,21,3557,120,242,4,3905,5,8,1,484,455,22,3748,24,2,126,298,1,68,461,1357,32,10,455,16,4094,608,3002,60,623,19,2,3094,32,225,857,49,19,219,218,268,7,11,937,750,209,667,4,6561,1058,910,43,35,1,765,69,282,2481,4,1790,93,12,194,19,62,1,482,57,5,3097,14,225,267,1534,1277,361,91,4,1690,69,361,2844,52,442,93,4,4617,1277,361,91,4,1690,69,361,2844,52,442,93,4,4617,280,52,4,509,185,34,231,1466,995,7,11,72,4011,55,5201,2388,58,72,7048,239,612,612,2636,301,1,2975,1298,10,301,1,3010,3160,509,2975,3,93,47,3363,280,52,21,3557,1298,10,301,1,3010,3160,509,2975,3,93,47,3363,280,52,21,3557,1298,10,301,1,3010,3160,509,2975,3,93,47,3363,280,52,21,3557,1298,10,301,1,3010,3160,509,2975,3,93,47,3363,280,52,21,3557,1,train
1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,831,372,1209,18,2,747,10,58,388,91,105,3070,12,70,8,1,38,98,122,509,1400,67,1278,4,3437,1051,1165,47,82,10,106,2,65,154,125,365,35,945,1,20,6,9,831,372,1209,18,157,74,123,615,3000,165,21,249,31,47,2,39,4,9,414,7,579,993,38,4636,21,201,87,7,6,85,2,511,4,615,6775,1,166,32,2524,9,6,9,6,10,208,1278,4,3437,1051,1165,47,82,10,106,2,65,154,125,365,35,945,1,20,6,9,831,372,1209,18,18,85,230,6378,122,1470,2139,2,15,18,85,230,6378,122,1470,2139,2,15,1,train
1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,81,3287,123,1900,46,559,4,364,2375,3711,13,3711,8,454,250,13,235,59,6,2007,4,455,536,2,7049,8,92,350,4,1090,767,22,541,474,1218,4,1127,7,6,156,4,3094,2,816,153,1086,40,1415,2772,4,59,4,18,162,445,4,477,1,82,10,50,58,154,2151,115,4,297,454,14,165,3283,150,468,4,396,7005,300,298,241,422,1038,6321,241,124,108,377,18,1892,296,263,99,727,18,1309,6,121,1398,81,2493,2916,17,179,2,6027,7,18,1,3413,3,1589,87,1190,35,7,671,132,29,14,374,5,8,454,7049,3312,8,46,4692,81,3994,4,2380,52,4,2165,3,393,1713,3900,245,20,6,269,2,1,train
1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,70,17,399,569,10,1900,17,2053,2452,2,2272,4207,2454,6396,448,281,1512,32,420,17,30,11,713,1484,6971,3163,4381,658,17,137,1104,7,1877,8,231,7,11,1132,11,26,1416,10,21,661,154,4332,8,3534,87,31,237,166,11,110,12,319,1660,708,19,1646,326,294,12,9,26,27,71,375,12,26,156,19,3,3355,1,5868,27,2253,357,144,68,122,27,728,113,32,461,2852,693,171,37,66,2,14,6651,1,4382,10,681,967,150,5,2560,3,31,1251,85,16,113,2312,8,830,7,17,1661,16,72,44,14,56,18,162,4,1329,5,60,1564,561,34,252,5,8,220,4339,6,104,871,171,922,4924,1300,4567,12,673,56,13,151,228,2328,2,68,4625,10,588,340,461,242,24,1,1104,750,220,381,2,77,478,889,498,17,181,366,67,870,20,777,379,3940,60,10,444,21,84,20,1386,2719,648,2444,11,1161,374,2750,44,65,18,142,200,776,3,2,1693,11,4218,29,517,6516,4776,12,1,train
1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,4,1057,195,44,5719,1868,46,254,9,8,14,989,16,174,16,655,29,14,285,3,238,722,67,2737,520,248,6775,1,155,24,1,87,690,2872,6870,53,749,9,11,226,1,18,26,44,38,57,889,69,1159,83,316,3,182,1,2336,1834,11,3627,1,404,10,83,316,3,842,362,187,6,421,41,87,5,8,1,24,10,83,447,41,345,265,889,9,12,655,989,2,461,989,186,9,12,462,151,3,1657,129,13,151,3,26,44,655,157,23,16,641,14,9,27,15,68,4,17,44,121,65,220,20,16,68,9,27,15,68,9,27,15,9,27,15,68,2,3713,5,8,1,24,10,83,447,41,345,265,5,8,1,24,10,83,447,41,345,265,1,train
1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,947,1351,563,185,670,12,24,1,563,185,20,19,2,225,54,20,41,266,12,870,415,3,424,300,14,5,947,1351,563,185,670,12,24,1,563,185,20,19,2,225,54,20,41,266,12,870,415,3,424,300,14,18,69,282,1065,179,2096,83,881,3,17,5,1192,10,874,31,1,281,438,1007,439,19,444,4,1465,36,3520,321,12,424,300,14,87,72,1468,1954,274,19,704,52,4,3904,683,5,2102,4,1719,2,107,11,18,231,1973,670,5,667,2,1,24,446,1,2271,88,18,95,1,461,488,247,59,10,18,297,569,1,5,1913,5990,347,1251,5087,5,666,10,1059,223,5,947,1351,563,185,670,12,24,1,563,185,20,19,2,225,54,20,41,266,12,870,415,3,424,300,14,5,947,1351,563,185,670,12,24,1,563,185,20,19,2,225,54,20,41,266,12,870,415,3,424,300,14,1,train
1356,22,107,175,64,2190,8,126,9,123,2007,3,792,44,345,277,10,516,204,109,1182,1971,125,1384,259,77,102,36,1347,7,11,61,184,188,1,2,1865,561,1,29,15,44,14,23,41,181,9,87,121,181,9,9,446,1,57,11,1454,2,766,717,30,415,4,58,321,124,77,72,1907,1017,479,326,1,24,13,24,3,539,18,391,327,12,510,196,483,20,15,399,444,196,163,1192,10,397,260,206,826,12,169,9,16,243,30,77,102,125,18,737,533,259,211,157,24,123,108,16,2,119,84,22,399,135,2,9,60,35,82,19,2,954,607,9,78,237,77,368,74,1484,399,444,110,141,48,293,67,15,5,8,161,4511,179,95,311,10,58,843,22,33,646,1194,646,1194,588,22,149,87,46,321,12,92,18,34,472,143,22,107,175,64,2190,8,126,9,123,2007,3,792,44,345,277,10,516,204,109,1182,1971,125,1384,259,77,102,36,1347,7,11,61,184,188,1,2,1865,561,1,29,15,44,14,23,41,181,9,87,121,181,9,9,446,1,1347,7,11,61,184,188,1,2,1865,561,1,29,15,44,14,23,41,327,181,9,87,121,181,9,1,train
1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,416,814,193,501,589,497,658,18,34,348,758,3073,4,108,3,771,18,155,16,297,148,37,1002,155,16,297,108,39,508,3043,92,3495,1432,213,40,85,2,442,2,9,831,5525,2847,678,1914,171,108,10,21,279,171,2,119,68,416,814,193,501,589,497,658,18,34,348,758,3073,4,108,3,771,18,155,16,297,148,37,1002,155,16,297,108,39,508,526,801,91,3,883,2114,49,19,735,10,766,775,12,1691,58,7,196,11,516,68,416,814,193,501,589,497,658,18,34,348,758,3073,4,108,3,771,18,155,16,297,148,37,1002,155,16,297,108,39,508,1,train
1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035,421,1806,162,324,968,1276,572,12,225,117,51,149,21,35,448,60,3480,27,265,21,265,443,586,12,182,1,309,301,151,10,39,3102,444,105,1151,114,21,402,75,16,1130,416,6,1361,11,89,58,309,301,121,1,17,4035,421,1806,162,324,968,1276,2273,3,520,50,58,249,450,17,121,1,871,121,1,17,4035,421,1806,162,324,968,1276,2273,3,520,50,58,249,450,17,121,1,871,541,678,68,18,7050,841,14,5,666,18,9,26,11,20,4643,1608,381,298,403,6,5048,11,132,228,88,1994,1,114,21,7051,7020,656,2154,562,9,26,8,1447,40,18,181,1211,1048,87,39,68,1659,2,481,1151,30,6755,2,20,147,213,40,7052,34,250,3,5,174,893,1,21,68,121,1,17,4035,421,1806,162,324,968,1276,2273,3,520,50,58,249,450,17,121,1,871,121,1,17,4035,421,1806,162,324,968,1276,2273,3,520,50,58,249,450,17,121,1,871,1,train
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,458,55,469,14,454,21,171,179,29,15,2758,458,55,469,14,18,85,4068,4033,2,400,9,16,154,660,85,345,992,623,1507,2758,55,20,4,3483,179,65,181,549,35,2,59,884,373,681,27,1308,574,85,454,151,37,256,154,15,17,2758,458,55,469,14,454,21,171,179,29,15,2758,458,55,469,14,18,85,4068,4033,2,400,9,16,154,660,7,852,55,2,14,1903,888,1,24,19,750,469,14,5238,1,12,1953,1,1,172,1078,49,19,2097,137,189,114,8,11,13,20,5618,444,105,556,13,141,105,5887,52,2758,458,55,469,14,454,21,171,179,29,15,2758,458,55,469,14,18,85,4068,4033,2,400,9,16,154,660,454,21,171,179,29,15,2758,458,55,469,14,18,85,4068,4033,2,400,9,16,154,660,1,train
1360,538,29,14,495,21,171,54,766,127,175,64,106,3,1294,448,8,39,68,165,39,30,21,6028,105,7,31,390,23,19,2,100,126,956,214,2048,210,702,39,68,271,1,107,97,24,1,126,754,65,1,242,492,2304,18,55,55,20,41,149,843,22,71,495,359,71,413,3,1227,35,15,18,137,71,849,119,396,358,1793,818,10,2405,1455,4,20,2866,645,12,92,21,171,54,64,5,586,101,413,16,1017,22,1607,12,3323,1,968,74,4,107,26,12,31,132,36,193,31,35,18,229,271,11,14,129,306,997,1,518,31,1,129,536,15,87,113,18,536,2,1037,615,110,49,19,3,17,772,127,15,5,8,252,156,10,406,22,110,49,19,3,17,772,127,15,5,8,702,15,22,17,271,68,165,39,30,21,6028,105,7,31,390,23,19,2,100,126,956,214,2048,210,702,39,68,271,1,107,97,24,1,126,754,65,1,242,492,2304,18,55,55,20,41,149,843,22,71,495,359,71,413,3,1227,35,15,18,137,71,165,39,30,21,6028,105,7,31,390,23,19,2,100,126,956,214,2048,210,702,39,68,271,1,107,97,24,1,126,754,1,train
1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,36,110,131,427,93,940,37,33,5940,429,266,1788,2231,1084,74,302,7053,393,1699,1015,284,1715,712,5224,1715,2488,2864,4,2151,141,2,14,5,106,6,1728,4681,87,39,68,1131,35,4766,6,3460,361,2151,5160,6004,60,2565,5940,480,1088,106,6,3438,12,776,19,10,889,19,472,62,667,10,1872,5,52,60,2398,2,6511,5,106,6,776,19,6,1872,267,2,106,2,30,957,4750,834,1467,5,3748,2,5259,54,1467,54,569,3,280,93,773,54,280,4287,1,985,32,558,313,3155,3483,219,278,54,5785,1037,3111,3509,5210,120,47,471,3,717,9,11,5,3926,71,5,8,3926,1720,71,18,20,36,110,131,427,93,940,37,33,1084,3,29,14,18,407,75,16,253,6,5,8,271,1,22,29,15,18,20,36,110,131,427,93,940,37,33,1084,3,29,14,18,407,75,16,253,6,5,8,271,1,22,29,15,1,train
1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,866,22,814,246,34,2512,74,4,356,9,6,345,20,866,866,22,1689,555,814,246,34,84,40,16,40,16,1199,356,79,2,188,34,34,410,79,2,188,410,2512,26,8,246,163,271,1,77,72,58,89,24,10,1,819,4,249,755,84,71,17,26,26,8,20,89,55,24,115,4,497,5,8,15,55,13,39,4,866,866,22,814,246,34,2512,74,4,356,9,6,345,20,866,866,22,814,246,34,84,40,16,356,79,2,188,34,34,410,118,144,456,832,9,81,2134,1,717,1,204,2,44,5,251,6,364,270,13,26,1356,39,4,2,119,14,33,356,92,87,866,866,22,814,246,34,2512,74,4,356,9,6,345,20,866,866,22,814,246,34,84,40,16,356,79,2,188,34,34,410,1,train
1363,84,462,382,278,294,41,251,330,16,458,13,985,128,205,220,1501,1045,641,669,22,284,56,141,1166,128,205,5055,23,2,103,2309,14,561,34,2716,253,50,447,1,24,19,16,1705,910,33,34,87,454,29,14,75,1829,84,103,8,251,2,30,129,142,2082,1872,32,1694,2,523,707,56,26,1562,30,2085,1501,3,177,75,333,253,2,43,21,233,6609,181,1950,172,2,119,174,8,243,2458,75,333,1935,56,9,6,511,334,4,1221,1002,172,5,73,2,58,3120,1,3000,237,237,226,1098,1098,87,955,58,333,253,2,43,56,141,21,737,511,56,4095,52,48,56,9,619,3096,58,248,489,173,155,6,5,371,27,297,2619,1,29,14,118,87,1054,29,14,253,174,8,243,2458,75,333,1935,56,9,6,511,334,4,1221,1002,172,5,73,2,58,3120,1,3000,237,237,226,1098,1098,87,955,58,333,253,2,43,56,21,737,511,56,4095,52,48,737,40,445,4,87,910,6029,38,58,6463,7,27,357,41,274,2,68,71,305,1,9,628,6764,4,827,5,321,12,9,27,71,135,253,2,43,9,11,1098,955,30,7,11,1098,57,122,395,330,416,122,395,330,1,train
1364,52,1014,16,849,119,396,278,849,119,396,278,1,4484,209,4484,1185,299,32,18,1872,32,35,49,126,2143,49,14,2143,1642,54,299,32,24,16,39,30,69,351,54,113,323,24,3,136,24,2,39,1156,1,399,482,1488,18,4360,576,41,56,2808,12,3505,129,33,54,750,113,203,4,2,24,3,2234,218,354,1,1421,217,218,203,361,135,120,892,9,78,904,12,1,600,2357,95,4,409,179,40,198,1001,2586,4,311,48,679,3460,52,6030,53,849,119,396,520,849,119,396,520,201,3509,4,660,281,179,40,198,26,5297,52,6,7,11,4036,3713,49,52,1014,16,849,119,396,278,849,119,396,278,49,14,2090,4,2908,258,260,139,14,20,3,87,71,3,520,540,87,61,278,7054,7054,125,20,145,79,3,584,153,1498,122,4,2767,8,249,398,41,3080,2,30,22,1255,11,223,482,4038,170,2090,2,44,106,2,1718,22,1506,7055,904,136,2357,95,4,409,179,40,198,1001,2586,4,311,48,679,3460,52,6030,53,849,119,396,520,849,119,396,520,201,3509,4,660,281,179,40,198,26,5297,52,6,7,11,4036,3713,49,52,1014,16,849,119,396,278,416,144,279,1,train
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,56,74,3,38,211,102,125,31,47,673,56,673,345,84,193,4379,3,1,22,897,118,69,256,16,11,95,2,5,1416,103,103,4,114,650,69,3,125,11,66,13,39,4,18,761,15,193,20,87,72,278,31,1,1168,252,20,193,20,87,72,18,340,737,66,173,136,360,9,6,13,336,2309,2,119,5,23,2,65,44,100,1207,1086,410,26,1475,16,183,985,32,178,954,432,30,712,128,52,4,2731,4226,35,15,20,217,237,1773,15,31,1,50,214,2,91,16,106,358,44,208,109,26,8,110,226,90,46,91,699,15,23,41,18,58,55,1,1131,4,161,26,44,407,1377,91,3,214,91,16,560,26,468,16,14,56,87,46,560,77,46,664,92,4610,811,667,811,1420,71,299,32,18,5,91,214,92,193,74,27,380,135,1354,360,9,6,13,336,2309,2,119,5,23,2,65,44,100,1207,1086,410,26,1475,16,183,985,32,178,954,432,30,712,128,52,4,2731,4226,35,15,20,217,237,1773,15,31,1,50,214,2,91,16,106,358,44,208,109,1,train
1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,646,447,1,21,395,26,1073,361,297,469,2,483,15,376,1,749,29,14,87,46,297,406,46,321,92,680,78,188,429,128,14,9,11,284,56,9,41,2097,258,641,16,14,2,119,2,119,9,12,1762,2,119,9,12,1762,7,11,166,32,1098,83,8,14,13,266,4,7,11,408,3,532,5,8,346,213,40,87,813,1048,174,1,5,8,346,213,1,40,87,426,403,77,399,620,1,345,137,618,149,84,72,2,119,84,26,44,321,12,195,44,170,124,17,552,109,57,641,14,7,4,1155,70,1,train
1367,2772,3,1465,36,199,4050,12,534,13,166,4,163,149,2800,12,326,696,19,208,4,5340,26,908,88,908,88,121,953,3,219,908,88,2627,274,19,3,278,2140,32,1574,414,1267,243,2315,60,219,251,16,14,2,68,2,77,759,2,77,759,4,647,392,139,188,4777,78,749,274,19,10,164,4050,4,1705,680,12,1138,1,4736,13,35,164,366,1958,4050,4,387,696,3,17,2,552,1053,55,473,791,57,230,2,589,5137,473,2,268,2772,3,1465,36,199,4050,12,534,13,166,4,163,149,2800,12,326,696,19,208,4,5340,26,2856,4777,4777,4777,908,8,24,3,136,26,8,6742,1124,19,3,230,17,164,1547,1705,3472,4691,4000,19,2628,2,3660,203,4,617,34,933,35,129,513,22,82,48,885,2440,3,593,1,1,1407,544,1,1407,544,4050,915,52,3772,144,1386,228,1709,1539,1,110,1694,19,230,17,1435,134,277,27,133,463,105,26,2209,88,1742,44,324,1098,497,682,513,22,82,48,885,2440,3,593,1,1,1407,544,1,1407,544,4050,915,52,3772,144,1386,228,1709,1539,1,110,1694,19,230,17,1435,134,277,27,133,463,105,26,2209,88,1742,44,324,1098,497,682,1,train
1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,53,5,3482,3,214,280,3286,5,433,952,41,196,331,1442,4,743,535,467,7,576,21,71,164,21,643,1,7,196,163,114,21,196,89,2131,345,137,39,68,115,2,766,1602,17,359,95,4,483,278,31,160,270,416,53,5,3482,3,214,280,3286,5,433,952,41,196,331,1442,4,743,535,467,7,576,21,71,285,3,756,2624,3,276,157,16,14,605,3,136,157,793,7,535,2618,773,273,893,70,762,131,1008,1040,1715,1574,15,1059,410,1574,31,1,157,23,16,1,14,75,16,297,3746,416,53,5,3482,3,214,280,3286,5,433,952,41,196,331,1442,4,743,535,467,7,576,21,71,467,7,576,71,9,11,20,165,137,71,243,1061,196,320,83,1974,27,483,416,53,5,3482,3,214,280,3286,5,433,952,41,196,331,1442,4,743,535,467,7,576,21,71,1,train
1369,198,68,7,138,2914,31,702,87,33,154,138,1509,5,8,121,143,9,8,14,9,8,14,59,7,57,821,359,5,8,268,34,218,3367,218,129,135,184,18,423,117,22,9,576,164,21,454,61,145,297,9,27,540,5,280,105,57,14,34,472,7,11,369,44,21,641,14,18,9,27,15,68,21,796,55,164,326,44,7,133,15,165,154,4,7,133,15,165,154,4,7,133,15,165,154,4,5,140,21,1335,61,93,1,5,8,561,31,1,164,21,1,29,15,227,61,145,512,1255,12,159,398,4,1090,7,133,15,165,266,4,2974,16,2329,5,1839,4,9,852,277,34,1537,830,44,776,2,68,83,339,979,245,327,33,217,9,32,1004,118,279,388,83,328,4,323,15,61,275,35,14,5,73,1167,87,13,294,4,1304,204,18,229,237,64,26,339,52,507,31,1,18,50,3367,218,129,135,184,18,423,117,22,9,576,164,21,454,61,145,297,9,27,540,5,280,105,57,14,34,472,7,11,369,44,21,641,14,18,9,27,15,68,21,796,55,164,326,44,7,133,15,165,154,4,7,133,15,165,154,4,7,133,15,165,154,4,1,train
